"","beer_name","style","abv","ibu","ounces","brewery_name","city","state","ounce"
"1","Get Together","American IPA","3","5","3","NorthGate Brewing ","Minneapolis"," MN","3"
"2","Maggie's Leap","Milk / Sweet Stout","3","3","3","NorthGate Brewing ","Minneapolis"," MN","3"
"3","Wall's End","English Brown Ale","3","2","3","NorthGate Brewing ","Minneapolis"," MN","3"
"4","Pumpion","Pumpkin Ale","4","4","3","NorthGate Brewing ","Minneapolis"," MN","3"
"5","Stronghold","American Porter","4","3","3","NorthGate Brewing ","Minneapolis"," MN","3"
"6","Parapet ESB","Extra Special / Strong Bitter (ESB)","4","5","3","NorthGate Brewing ","Minneapolis"," MN","3"
"7","Citra Ass Down","American Double / Imperial IPA","6","7","3","Against the Grain Brewery","Louisville"," KY","3"
"8","London Balling","English Barleywine","9","8","3","Against the Grain Brewery","Louisville"," KY","3"
"9","35 K","Milk / Sweet Stout","6","3","3","Against the Grain Brewery","Louisville"," KY","3"
"10","A Beer","American Pale Ale (APA)","3","5","3","Against the Grain Brewery","Louisville"," KY","3"
"11","Rules are Rules","German Pilsener","3","3","3","Against the Grain Brewery","Louisville"," KY","3"
"12","Flesh Gourd'n","Pumpkin Ale","5","3","3","Against the Grain Brewery","Louisville"," KY","3"
"13","Sho'nuff","Belgian Pale Ale","3","2","3","Against the Grain Brewery","Louisville"," KY","3"
"14","Bloody Show","American Pilsner","4","2","3","Against the Grain Brewery","Louisville"," KY","3"
"15","Rico Sauvin","American Double / Imperial IPA","6","7","3","Against the Grain Brewery","Louisville"," KY","3"
"16","Coq de la Marche","Saison / Farmhouse Ale","4","4","3","Against the Grain Brewery","Louisville"," KY","3"
"17","Pile of Face","American IPA","4","7","3","Against the Grain Brewery","Louisville"," KY","3"
"18","The Brown Note","English Brown Ale","3","2","3","Against the Grain Brewery","Louisville"," KY","3"
"19","House Lager","Keller Bier / Zwickel Bier","4","2","3","Jack's Abby Craft Lagers","Framingham"," MA","3"
"20","Leisure Time","American Pale Lager","3","2","2","Jack's Abby Craft Lagers","Framingham"," MA","2"
"21","Excess IPL","American India Pale Lager","5","8","3","Jack's Abby Craft Lagers","Framingham"," MA","3"
"22","Hoponius Union","American India Pale Lager","5","7","2","Jack's Abby Craft Lagers","Framingham"," MA","2"
"23","Calyptra","American India Pale Lager","3","5","2","Jack's Abby Craft Lagers","Framingham"," MA","2"
"24","Habitus (2014)","American Double / Imperial IPA","6","10","3","Mike Hess Brewing Company","San Diego"," CA","3"
"25","Solis","American IPA","5","9","3","Mike Hess Brewing Company","San Diego"," CA","3"
"26","Jucundus","Wheat Ale","4","3","3","Mike Hess Brewing Company","San Diego"," CA","3"
"27","Habitus","American Double / Imperial IPA","6","10","3","Mike Hess Brewing Company","San Diego"," CA","3"
"28","Grazias","Cream Ale","5","3","3","Mike Hess Brewing Company","San Diego"," CA","3"
"29","Claritas","Kölsch","4","3","3","Mike Hess Brewing Company","San Diego"," CA","3"
"30","Park","American Pale Wheat Ale","3","2","2","Fort Point Beer Company","San Francisco"," CA","2"
"31","Westfalia","American Amber / Red Ale","4","2","2","Fort Point Beer Company","San Francisco"," CA","2"
"32","KSA","Kölsch","3","2","2","Fort Point Beer Company","San Francisco"," CA","2"
"33","Villager","American IPA","5","5","2","Fort Point Beer Company","San Francisco"," CA","2"
"34","Yeti  Imperial Stout","Russian Imperial Stout","7","8","2","Great Divide Brewing Company","Denver"," CO","2"
"35","Peck's Porter","American Porter","5","4","3","Tapistry Brewing","Bridgman"," MI","3"
"36","Dark Star","American Stout","6","6","3","Big Lake Brewing","Holland"," MI","3"
"37","Sparkle","American Pale Lager","3","2","3","Petoskey Brewing","Petoskey"," MI","3"
"38","North 45 Amber Ale","American Amber / Red Ale","4","3","3","Petoskey Brewing","Petoskey"," MI","3"
"39","Horny Monk","Dubbel","5","2","3","Petoskey Brewing","Petoskey"," MI","3"
"40","Mind's Eye PA","American IPA","5","8","3","Petoskey Brewing","Petoskey"," MI","3"
"41","Nordskye ","American IPA","3","5","2","Blackrocks Brewery","Marquette"," MI","2"
"42","North Third Stout","Foreign / Export Stout","4","3","2","Blackrocks Brewery","Marquette"," MI","2"
"43","51K IPA","American IPA","5","6","2","Blackrocks Brewery","Marquette"," MI","2"
"44","Hotbox Brown","American Brown Ale","4","1","2","Perrin Brewing Company","Comstock Park"," MI","2"
"45","Gold","American Blonde Ale","3","2","2","Perrin Brewing Company","Comstock Park"," MI","2"
"46","98 Problems (Cuz A Hop Ain't One)","American IPA","5","7","2","Perrin Brewing Company","Comstock Park"," MI","2"
"47","Veteran’s Pale Ale (VPA)","American Pale Ale (APA)","3","4","2","Perrin Brewing Company","Comstock Park"," MI","2"
"48","Grapefruit IPA","American IPA","3","4","2","Perrin Brewing Company","Comstock Park"," MI","2"
"49","Train Hopper","American IPA","4","8","2","Witch's Hat Brewing Company","South Lyon"," MI","2"
"50","Dirty Bastard","Scotch Ale / Wee Heavy","6","5","2","Founders Brewing Company","Grand Rapids"," MI","2"
"51","Centennial IPA","American IPA","5","7","2","Founders Brewing Company","Grand Rapids"," MI","2"
"52","All Day IPA","American IPA","3","5","2","Founders Brewing Company","Grand Rapids"," MI","2"
"53","Hinchtown Hammer Down","American Blonde Ale","3","3","3","Flat 12 Bierwerks","Indianapolis"," IN","3"
"54","Half Cycle IPA","American IPA","4","11","3","Flat 12 Bierwerks","Indianapolis"," IN","3"
"55","Cafe Leche","American Porter","4","2","3","Tin Man Brewing Company","Evansville"," IN","3"
"56","Damascene Apricot Sour","Fruit / Vegetable Beer","4","2","3","Tin Man Brewing Company","Evansville"," IN","3"
"57","Csar","Russian Imperial Stout","9","9","3","Tin Man Brewing Company","Evansville"," IN","3"
"58","Overlord Imperial IPA","American Double / Imperial IPA","6","12","3","Tin Man Brewing Company","Evansville"," IN","3"
"59","Alloy","American IPA","4","4","3","Tin Man Brewing Company","Evansville"," IN","3"
"60","Rivet Irish Red Ale","Irish Red Ale","4","3","3","Tin Man Brewing Company","Evansville"," IN","3"
"61","3 Gear Robust Porter","American Porter","4","5","3","Tin Man Brewing Company","Evansville"," IN","3"
"62","Circuit Bohemian Pilsner","Czech Pilsener","3","4","3","Tin Man Brewing Company","Evansville"," IN","3"
"63","Saucy Intruder","Rye Beer","5","8","3","Black Acre Brewing Co.","Indianapolis"," IN","3"
"64","Thai.p.a","American IPA","5","5","3","Bare Hands Brewery","Granger"," IN","3"
"65","Citra Faced","American Pale Wheat Ale","4","7","3","Three Pints Brewing","Martinsville"," IN","3"
"66","Pole Barn Stout","Oatmeal Stout","4","4","3","Three Pints Brewing","Martinsville"," IN","3"
"67","Pale","American Pale Ale (APA)","4","4","3","Three Pints Brewing","Martinsville"," IN","3"
"68","Yoshi's Nectar","California Common / Steam Beer","4","3","3","Three Pints Brewing","Martinsville"," IN","3"
"69","The Gadget","American IPA","5","9","3","Four Fathers Brewing ","Valparaiso"," IN","3"
"70","Tribute","American Pale Ale (APA)","4","6","2","Indiana City Brewing","Indianapolis"," IN","2"
"71","Pale Alement","American Pale Ale (APA)","4","4","2","Burn 'Em Brewing","Michigan City"," IN","2"
"72","Hopkick Dropkick","American Double / Imperial IPA","7","12","2","Burn 'Em Brewing","Michigan City"," IN","2"
"73","Joey Wheat","American Pale Wheat Ale","5","2","3","Burn 'Em Brewing","Michigan City"," IN","3"
"74","3:33 Black IPA","American IPA","5","9","3","Burn 'Em Brewing","Michigan City"," IN","3"
"75","Pale Alement","American Pale Ale (APA)","4","4","3","Burn 'Em Brewing","Michigan City"," IN","3"
"76","Tip Off","Altbier","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"77","Cowbell","American Porter","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"78","Hop Up Offa That Brett (2014)","Belgian Pale Ale","4","2","3","Sun King Brewing Company","Indianapolis"," IN","3"
"79","PV Muckle (2013)","Scotch Ale / Wee Heavy","6","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"80","Bourbon Barrel Batch 666: Sympathy for the Devil","Belgian Dark Ale","7","4","3","Sun King Brewing Company","Indianapolis"," IN","3"
"81","Whip Fight","Scotch Ale / Wee Heavy","7","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"82","Port Barrel Wee Mac ","Scotch Ale / Wee Heavy","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"83","Fistful Of Hops Red","American IPA","5","8","3","Sun King Brewing Company","Indianapolis"," IN","3"
"84","Fistful of Hops Orange","American IPA","5","8","3","Sun King Brewing Company","Indianapolis"," IN","3"
"85","Fistful Of Hops Blue","American IPA","5","8","3","Sun King Brewing Company","Indianapolis"," IN","3"
"86","Fistful of Hops Green","American IPA","5","8","3","Sun King Brewing Company","Indianapolis"," IN","3"
"87","Wee Muckle","Scotch Ale / Wee Heavy","7","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"88","Royal Brat","Extra Special / Strong Bitter (ESB)","5","6","3","Sun King Brewing Company","Indianapolis"," IN","3"
"89","Grapefruit Jungle (GFJ)","American IPA","5","8","3","Sun King Brewing Company","Indianapolis"," IN","3"
"90","Osiris Pale Ale","American Pale Ale (APA)","4","5","3","Sun King Brewing Company","Indianapolis"," IN","3"
"91","Bourbon Barrel Aged Timmie","Russian Imperial Stout","7","8","3","Sun King Brewing Company","Indianapolis"," IN","3"
"92","Stupid Sexy Flanders","Flanders Oud Bruin","5","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"93","Ring of Dingle","Irish Dry Stout","5","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"94","Bourbon Barrel Wee Mac","Scottish Ale","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"95","Bourbon Barrel Johan","English Barleywine","7","6","3","Sun King Brewing Company","Indianapolis"," IN","3"
"96","The Velvet Fog","Quadrupel (Quad)","7","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"97","Sun King Oktoberfest","Märzen / Oktoberfest","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"98","Indianapolis Indians Lager","Dortmunder / Export Lager","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"99","Indians Victory Lager (2012)","Dortmunder / Export Lager","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"100","Isis","American Double / Imperial IPA","7","10","3","Sun King Brewing Company","Indianapolis"," IN","3"
"101","Wee Muckle (2011)","Scotch Ale / Wee Heavy","7","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"102","Grapefruit Jungle (GFJ) (2011)","American IPA","5","8","3","Sun King Brewing Company","Indianapolis"," IN","3"
"103","Sun King Oktoberfest (2011)","Märzen / Oktoberfest","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"104","Johan the Barleywine","English Barleywine","7","6","3","Sun King Brewing Company","Indianapolis"," IN","3"
"105","Wee Mac Scottish-Style Ale","Scottish Ale","4","3","3","Sun King Brewing Company","Indianapolis"," IN","3"
"106","Sunlight Cream Ale","Cream Ale","4","2","3","Sun King Brewing Company","Indianapolis"," IN","3"
"107","Osiris Pale Ale (2010)","American Pale Ale (APA)","4","5","3","Sun King Brewing Company","Indianapolis"," IN","3"
"108","Blonde Czich","American Blonde Ale","3","3","3","Evil Czech Brewery","Mishawaka"," IN","3"
"109","White Reaper","Belgian IPA","5","7","3","Evil Czech Brewery","Mishawaka"," IN","3"
"110","General George Patton Pilsner","Czech Pilsener","4","5","3","Evil Czech Brewery","Mishawaka"," IN","3"
"111","Citrafest","American IPA","3","5","3","450 North Brewing Company","Columbus"," IN","3"
"112","Scarecrow","American IPA","5","7","3","450 North Brewing Company","Columbus"," IN","3"
"113","Ironman","English Strong Ale","7","5","3","450 North Brewing Company","Columbus"," IN","3"
"114","Honey Kolsch","Kölsch","3","2","3","450 North Brewing Company","Columbus"," IN","3"
"115","Copperhead Amber","Belgian Dark Ale","4","2","3","450 North Brewing Company","Columbus"," IN","3"
"116","Deduction","Dubbel","6","3","2","Taxman Brewing Company","Bargersville"," IN","2"
"117","Gone A-Rye","American Double / Imperial IPA","6","9","3","Cedar Creek Brewery","Seven Points"," TX","3"
"118","Dankosaurus","American IPA","5","7","3","Cedar Creek Brewery","Seven Points"," TX","3"
"119","Scruffy's Smoked Alt","Smoked Beer","4","4","3","Cedar Creek Brewery","Seven Points"," TX","3"
"120","Elliott's Phoned Home Pale Ale","American Pale Ale (APA)","4","4","3","Cedar Creek Brewery","Seven Points"," TX","3"
"121","The Lawn Ranger","Cream Ale","3","2","3","Cedar Creek Brewery","Seven Points"," TX","3"
"122","Sex Panther","American Porter","5","2","2","SanTan Brewing Company","Chandler"," AZ","2"
"123","Winter Warmer (Vault Series)","Winter Warmer","7","3","3","SanTan Brewing Company","Chandler"," AZ","3"
"124","Count Hopula (Vault Series)","American Double / Imperial IPA","7","10","3","SanTan Brewing Company","Chandler"," AZ","3"
"125","SunSpot Golden Ale","American Blonde Ale","3","2","2","SanTan Brewing Company","Chandler"," AZ","2"
"126","Epicenter Amber Ale","American Amber / Red Ale","4","2","2","SanTan Brewing Company","Chandler"," AZ","2"
"127","SanTan HefeWeizen","Hefeweizen","3","2","2","SanTan Brewing Company","Chandler"," AZ","2"
"128","Hop Shock IPA","American IPA","5","9","2","SanTan Brewing Company","Chandler"," AZ","2"
"129","Sex Panther (2014)","American Porter","5","2","2","SanTan Brewing Company","Chandler"," AZ","2"
"130","Devil’s Ale","American Pale Ale (APA)","4","5","2","SanTan Brewing Company","Chandler"," AZ","2"
"131","Mr. Pineapple","Fruit / Vegetable Beer","3","2","2","SanTan Brewing Company","Chandler"," AZ","2"
"132","American Idiot Ale (2012)","American Pale Ale (APA)","4","5","2","SanTan Brewing Company","Chandler"," AZ","2"
"133","Hop Shock IPA (2010)","American IPA","5","9","2","SanTan Brewing Company","Chandler"," AZ","2"
"134","SanTan HefeWeizen (2010)","Hefeweizen","3","2","2","SanTan Brewing Company","Chandler"," AZ","2"
"135","Devil’s Ale (2010)","American Pale Ale (APA)","4","5","2","SanTan Brewing Company","Chandler"," AZ","2"
"136","Epicenter Amber Ale (2010)","American Amber / Red Ale","4","2","2","SanTan Brewing Company","Chandler"," AZ","2"
"137","Heavy Lifting","American IPA","4","8","2","Boulevard Brewing Company","Kansas City"," MO","2"
"138","Surfrider","American Pale Ale (APA)","4","4","3","The Dudes' Brewing Company","Torrance"," CA","3"
"139","Grandma's Pecan","English Brown Ale","5","4","3","The Dudes' Brewing Company","Torrance"," CA","3"
"140","Double Trunk","American Double / Imperial IPA","7","11","3","The Dudes' Brewing Company","Torrance"," CA","3"
"141","Even Keel","American IPA","3","4","2","Ballast Point Brewing Company","San Diego"," CA","2"
"142","Ballast Point Pale Ale","Kölsch","4","3","2","Ballast Point Brewing Company","San Diego"," CA","2"
"143","Big Eye India Pale Ale","American IPA","5","8","2","Ballast Point Brewing Company","San Diego"," CA","2"
"144","Sculpin IPA","American IPA","5","7","2","Ballast Point Brewing Company","San Diego"," CA","2"
"145","Czech Yo Self","Czech Pilsener","4","5","2","Figueroa Mountain Brewing Company","Buellton"," CA","2"
"146","FMB 101","Kölsch","3","2","2","Figueroa Mountain Brewing Company","Buellton"," CA","2"
"147","Avery Joe’s Premium American Pilsner","German Pilsener","3","5","2","Avery Brewing Company","Boulder"," CO","2"
